delivery_id,predicted_duration
102668,3850.6671358532517
189764,3118.569355873272
244553,4223.60249761295
204446,2808.303332056029
111800,3003.3578319240023
160579,2770.0513905238695
194443,2230.529027537792
59646,2837.7559357524724
66319,2700.0805272472244
139928,3268.236025800949
248842,2683.9734428095467
211824,2779.102200003695
27482,3155.776122275541
171183,2508.028678827735
103892,2719.452916307486
222299,2307.2424256082413
244010,2706.06594752334
136916,3329.1727210281906
55833,2366.577335721207
8758,3257.6801894610758
158618,2898.0123352344604
136519,2520.5007586859037
171698,2691.4226630559824
240789,2315.286828900333
157201,3145.3868991767145
152688,3349.027741816256
137620,2709.29589311976
197260,3063.1072942432083
124128,2473.989905726494
140202,3000.854954868509
118753,2804.4817991401464
181270,2648.3519036551893
167801,3489.1349709589886
182382,2520.795013290645
235342,3082.2501300513572
152904,2546.5961155423242
35272,2573.744883627232
206932,2692.9931867632495
16819,4569.171295584636
194357,2929.0798402942446
94719,2810.7282121931353
4929,2684.6395593558827
64916,2849.1185226287093
236931,2329.111725175655
54168,2275.6614873961735
106837,2777.2648226771094
127746,2641.1522683248054
21005,2682.7112572940955
188234,2089.618000228903
82056,2320.6798220884402
53024,2911.8897507757706
205370,2408.708401591575
168149,1992.389818842667
161822,2948.7916629835513
143452,3113.1724152729294
137104,2513.652356414088
212186,2302.5831707499815
238432,2786.6236696106475
20070,2520.8977058857367
177731,3605.713217487721
70438,2351.781520918674
203889,3007.034240570756
224579,2186.656401794432
101219,3510.1857114134546
32270,1995.5826950010246
87848,2660.9128658003724
19441,2296.3800010177247
75916,3377.3177216371137
18620,2219.544193222264
184259,2166.7709361612324
8303,2480.5621534902452
214187,2327.5626829914027
246158,2763.6892036742097
177177,2141.3645501551146
218619,3178.2030263349925
53379,2918.081075832561
7886,2723.755968434157
121150,3047.456553046551
102023,2773.327745401621
118219,2339.543576964655
72829,3174.680026857597
247531,2631.040459173165
96588,2862.5816630826857
39375,3537.8238933060366
52216,2641.3718538646667
168618,2352.3327395420583
39706,2789.0915112846474
164276,2980.7436394692195
53259,2992.9353146979324
217804,3830.2084345865064
89410,2368.65358220363
158044,2805.1307218991938
56055,3263.3378837644022
41749,3436.391046337776
105025,3536.9797290165666
29873,2173.691239193043
6063,2631.8932566297794
163196,2866.6641371526907
34762,4296.82500598291
118310,2155.1471978697723
5501,3223.4990009918747
55113,2795.6918453713556
135783,2820.389313571994
214894,3638.9389351188242
210755,3450.1144845136414
205745,3233.159382037433
71193,2612.2363795004326
2293,3031.852650917279
136901,2773.4677295674865
207828,3123.137126741712
228620,2189.6568126920833
145958,3591.606393136991
97051,2582.7868517689362
105858,2650.28130108674
85860,3473.407733233813
136380,3634.2923371715938
9374,2534.7793406135993
50007,2905.0976570423336
48288,2662.1279142384496
119024,3651.8466284718215
9950,2885.2888269010978
117223,3226.030026701087
211792,3570.1404592264175
190021,2901.2091794918942
56638,3228.6518976694274
170417,3298.457400486936
24309,2746.7989397847446
139891,2540.2244765849705
51252,3413.2762130551932
154770,3672.7153194537327
182617,2617.583443241843
61894,3503.9847449581134
161716,3183.0206584600583
139177,2435.3614407597165
40774,3604.799214489758
237575,2417.8487058999985
152967,3067.55108092468
100142,2916.3781167235725
176333,2513.838236362501
10534,2742.8468354426836
143332,2514.6304332406335
122453,2719.19461726676
97867,2828.919275839166
123259,3225.281684213725
54060,2829.925951514796
250937,2420.479942744773
102918,2416.20025100502
131281,2542.007819031397
197896,2674.003160547899
233993,3090.5230365697203
187108,3113.041353312264
153760,2465.8695211723507
199786,3161.786791235241
65384,2662.571083134972
239205,3886.8349887889626
163246,3346.860800405759
225615,2737.8456443080154
216414,2229.515853918012
121876,2500.7425340118416
75206,2211.1812252081427
44419,2888.2296609406867
219929,4126.853550548616
220161,2898.2825721694808
223443,3704.885285656536
76801,2788.449697510151
7034,2490.4730769254384
138070,3419.094174488544
51255,3165.742858461937
15219,3783.7538353271143
42670,2324.5015864371685
41544,3018.6113023065122
151277,3217.700801779103
167100,3267.587018651469
14738,4038.046967561046
21520,3306.7531792486234
106737,2898.6383697552264
183776,3182.802670939191
177760,2662.705970730512
28012,2885.298132888793
212135,3167.326861869098
232032,2917.9840523441594
162855,2283.6072003821255
54702,3033.6035046794377
244644,2748.270293066143
195859,2678.3723776561064
44899,2692.6858026678874
95857,4282.391935737751
195567,2698.5800961444656
245760,3520.1164060571873
161778,3225.275849974214
115087,3107.9887458224152
2007,3508.6608025448345
211677,3409.361716605827
228146,3257.8117817183743
207990,3051.420727039915
44137,3104.617942402174
143519,3105.733936543896
87369,3296.578475975208
248593,3485.0027993062045
77865,2387.733612685537
206253,4181.641375256757
180202,4143.84294118859
118936,2813.8101778645555
132441,3470.497723338101
99599,2517.9966564293536
99999,3321.348923437438
36550,3434.8894452617214
212923,3106.5232629898974
51958,2407.7472120908974
3700,3070.085843269918
44754,2695.0651582113774
233005,2316.4020888986133
236501,3584.56359310842
190945,2771.7650827537673
180671,2920.457193393613
126786,2817.685085665318
173967,3033.1539267294243
154879,2837.4010915634935
108667,3042.0114012648733
51072,3231.947744241364
65398,3112.939911560767
183992,3314.891520909521
127029,3608.0523880874966
189356,2306.2844968378986
215318,2947.6980149242013
173908,2402.99991343405
77554,4052.424647735934
230228,2442.2629534734274
74875,2621.3345658264325
223702,2557.596997222882
182988,2407.5052180224516
220191,2678.2686175595895
165169,2468.7021381777863
169529,2911.1897223953006
112225,2878.2075771482864
248855,3350.9790343820996
154581,2600.889322056918
213300,3278.545885382624
152425,3172.8212620949853
28197,2791.961048630039
83074,3077.8309726335197
18466,2901.225010631929
99700,2933.258406550161
236174,3914.779668740908
147749,2501.162127533913
119641,3172.6536768316814
192443,2951.1714505217046
204436,3488.5195619638057
218918,3343.6296052135426
134852,2854.061068796563
205741,2729.8511570326614
13610,2819.657734646153
6456,2148.8724293038126
35888,3165.870307774728
77056,3053.045348537753
159842,3710.427045388908
149249,2948.946297935765
189524,2374.3199286182144
220658,3139.3351252657308
101243,2795.2563478627535
130162,2479.627612589448
122821,3438.245887656182
114279,3670.4675256528867
68986,2413.033060281277
144978,3115.155135301529
64031,3625.827422658314
113474,3934.7997918430633
225145,2802.973937842389
68475,2839.367868466831
174680,3139.1365964958627
14093,2134.232847291659
98193,2429.514070510583
199654,2921.0109023739624
44575,3421.6173060734245
239200,2887.7133947974407
93918,2877.4161863009167
232451,2977.6874778902447
154671,2697.0819345565615
35632,3112.3024765506257
163735,2008.79520337336
234762,2744.0506383870165
156132,3711.5289725501843
106113,2957.640012144175
11761,2979.6568873542005
204183,3082.645560544781
65858,3703.273655074547
133585,2358.7661162866557
217652,2917.7022737416073
80321,1958.3873373034705
139617,2828.3499625841687
129695,2635.1292876255047
119818,3416.056257530974
29977,2894.5836368983614
226271,2156.039201546033
24625,2307.510438021283
130421,3136.6427050532475
229867,3411.195447686623
63624,2865.6101877533333
157444,2638.8052203806537
105657,3208.052076805412
218500,3049.0695617911647
24396,2404.302186976358
9548,2420.4109319044455
144691,2692.233860006843
67854,2863.393601826305
110263,3084.1813413304653
180819,2778.9694597271846
109240,3884.4689058730796
194286,3588.4848838998487
201735,2373.4141039668343
157033,2757.756578790474
4924,2956.245887497112
184866,3371.89544701458
238880,2945.4701470970995
15596,2681.443668855385
225668,3625.0932050628903
223914,2975.234599002074
227540,2665.6164339511192
39178,3705.540590629054
62685,2619.142511557788
79627,3205.3301676548335
131191,3353.0703367677093
145298,3641.1223916774097
240945,2572.740001312011
226427,3505.4602758225265
165390,3149.823628254827
208801,2576.4049098383634
15032,3426.0281121704065
175927,2206.8479502882724
234816,3080.679683590126
113508,3106.329364701956
56831,3534.20677244707
237318,2991.1257759354885
227905,3347.4829275025913
57230,2771.0128432291554
147182,3369.518872896044
28036,3516.7139586009043
13206,2676.711759588829
211091,3395.51151954225
88159,2785.319534342798
223430,2567.1988198816503
224528,2662.920380550303
248478,3345.566932437159
159281,3121.7062808796936
36305,2931.969411263349
142871,2045.601737960733
229777,3590.5568105746434
107895,3127.5178775873756
144172,3157.2732432535886
187649,4069.5354811801144
131666,3343.416133187259
241503,3645.111282890823
249517,3090.1851713468377
12495,2986.733176046256
67797,3703.746329810142
181781,2835.683224598004
55440,3460.046265236893
131029,2991.2030360475237
83563,3012.404482531413
50852,3203.2372663384194
91538,2715.179811988746
22899,2675.0033558269183
50705,2674.695648384523
223480,3125.983258162394
215113,2783.4794529004143
194971,3722.930361817519
5583,2634.601544823306
220960,2874.3286447336422
89275,2852.7214506481173
116758,2448.6572823451306
230992,2901.852359054619
97102,2578.934530743109
77418,3453.14038105909
62364,2946.434809766155
110146,3259.9366723490048
100986,2300.0657886380245
128389,2975.344950066608
105107,2714.8637900849208
197784,3194.4541697911773
68358,2708.855014936731
217233,2059.1856228822808
158774,3684.094832535777
135314,3267.366660484083
110742,3498.600714805118
89747,3026.2692658349947
88314,2591.80659180501
115695,2448.8288977115376
51610,3345.4939794666666
24604,2514.9650732903524
113981,3243.276204867396
67234,2605.3672286488977
118523,2814.1363058024176
140158,3253.63399689833
71178,3732.939660497428
174076,2700.7533634839956
49611,2249.2656105301203
115169,2532.4313234505757
97054,3204.9426606455963
202619,2919.521224957087
106600,2714.104779842561
194985,3539.2565646482103
226459,3476.050825785378
156340,3920.5696985765367
153910,2748.023985173749
49477,3415.316068085106
85976,2576.6878601030567
17930,2717.7483072366035
249705,2638.4033361282636
91514,3012.2400103237646
130550,2705.453753153161
39280,2700.328641424213
112720,3212.057215076973
186480,2751.849360237047
17284,2560.6576060821512
18761,3651.4477291370054
243593,1869.989169222082
203422,2856.235362222203
182936,2845.0130503391656
91050,2954.5672310869422
168787,2838.213873943146
204110,2377.9558553380703
66818,2732.9691259842484
26336,3337.893181192058
96455,2876.094070908549
20011,2559.626223487135
96942,2936.7072858250544
19892,2944.4290559238743
15013,3355.9104151342285
93935,2843.567686721639
82629,3113.3302820415656
135614,3068.5511161128006
40764,3158.932780551422
179991,3073.889805579365
243722,2247.8319309131025
108145,2549.2226958935134
134544,3102.795101641209
175700,2532.487359221147
214607,3187.7621909733653
155203,2827.025928680556
79273,3048.2890556089806
62989,2194.2643198244205
101732,3729.651693548437
62210,2454.0590227320713
3966,2690.148528332307
185517,2602.152631061962
38561,3103.480832444106
225211,3188.687555850773
186318,3581.493437718938
215811,3150.1343444707472
171615,3308.16572420486
191285,3013.9917015755477
54548,3833.6831277006168
170813,2545.9163421245084
41833,2247.510859915058
55336,2621.0351381451956
40707,3185.7633659607704
232948,3220.3559851466916
239002,2558.146150884939
187400,2908.241709995019
240602,3037.4365640421083
209091,3026.016017923775
37653,3167.744694913721
246155,2939.5165224665766
112903,3278.088481849444
224321,3335.9130643762787
69683,3476.9929930949215
189933,3950.182267153258
81607,2168.9808606566753
244294,3306.7749230115837
235813,2542.9981383283834
22004,3387.515612407935
71674,2222.21011172476
106578,3225.6433868944496
197634,2922.0328910227418
192710,2923.272231229227
55998,3740.0628418680267
142333,3029.3205854637154
100770,2681.744742619339
146585,3205.3977359105106
219157,3290.736643833938
5649,3835.507206389947
176255,2871.360594983048
140699,3438.952013548748
141763,2968.664837975225
137040,2742.59332355916
61747,3530.6275785670073
114168,2393.805625369143
37780,2810.0214146942126
185370,3656.7626525113424
29557,3436.9627312923294
131113,2520.768945017328
79174,2844.4608613342634
47285,3265.969482665427
54451,2467.4407342348627
113573,2675.1854172351623
219190,3307.2078576180697
135331,3077.935422768778
56569,2850.9599965813904
147708,2560.5454226577317
235122,2473.366747376287
125132,2717.836056482164
154456,2252.128865353775
177647,3504.684112487109
74287,3351.8906544515985
225225,2315.591284803012
20386,3933.3495745107743
153766,3128.398313891147
227633,2861.711594543203
115680,2790.33309999964
214373,3410.2339020790937
45423,3628.1782811718454
125328,3033.829064919546
213149,2897.5489089634393
216657,2880.272405598859
91776,3038.0988556084053
216021,2625.078487657446
218157,2151.7295383525657
207112,2051.724350569222
172389,2865.8302252663157
33397,3731.946168989431
1745,3093.8352931022764
249602,3390.0440155103456
36391,3020.8450963925116
20017,2944.5357052401478
118568,3772.8614385793253
13042,3048.5424141170615
165532,3344.3752534849114
128228,3684.8462416169364
23359,2185.328820761065
503,2687.6130947535016
2923,3087.2360519669724
114828,3312.009431833545
30014,2795.9481911346684
28126,3735.4441856683625
196361,2853.1541955555494
207220,3376.350241757212
146129,2487.9048925624543
238376,3048.964713739886
102650,2418.9189564666185
199395,3403.3821554104466
63768,2042.7388978116426
205226,2961.935513217216
46988,3156.34028516419
181903,3389.143907341664
189474,2986.9824342612696
10570,3595.5671561056747
12421,3060.7924440530996
242768,2421.852933706332
101550,3114.2137077716834
216810,2998.893020960208
92124,3161.460012307897
141516,2867.0600280611925
203178,3262.56371387799
122501,2631.772625098902
137335,3164.5516441832688
137738,3228.7796610054984
153620,2881.9396469309218
181976,3321.0052094386187
5465,2246.538373266843
227784,2706.2735707476127
27453,2913.614562434235
184928,3422.6039181742294
30475,3875.9678384130184
246870,3054.288071423361
205165,2573.379275534218
68086,2456.673626938383
176879,3376.326949150571
246900,2229.649080526526
125998,3078.5009055029027
190741,2862.2886616057026
159938,3574.2733128226614
32222,3634.1195840893906
240228,2505.4056341638266
81268,2852.4163332398457
224954,5006.991546116333
37177,2387.3056451265807
195608,3457.9269253275393
74986,3304.745447360961
241757,3337.7706124197603
64051,3555.995869186002
240864,2933.4406132560025
5876,4140.289594724535
3773,2677.0741421168223
55900,2929.0117095664514
222092,3006.966482734678
237389,3686.821453554701
144015,3350.0430913290515
185015,2332.240039500079
193510,2483.9557046726154
188026,2752.393946925907
34443,3091.368037525477
208232,3191.7904867027705
178022,3280.934866906502
57998,2486.2926605973735
140156,3115.387355534373
177279,2793.851846558116
152422,3354.9221058899398
127095,3024.67969338621
134439,3490.0882404935833
159581,2467.4893055327548
192599,3967.5043664155187
243539,3257.858169981006
244269,2369.816760123679
127244,2850.5790188128476
141721,2651.900588650527
233366,2827.298550368077
222869,3365.505287635256
215162,2918.9083796842597
11086,2368.223859663751
117050,2871.6264694954416
145493,2881.878029777038
27020,3773.245161736301
185364,2831.736095709865
117557,3210.3154216074936
94275,2860.146552778763
53813,2578.6296465843925
189176,2909.593669565227
187980,2706.986183873525
218545,3133.003802776155
76128,2476.7480616332696
90417,2724.816823790636
52596,2256.917353884416
73985,2607.450627113468
194722,3088.500541262337
207995,3475.4945518753416
106078,2890.787112853422
191593,2653.113239797344
75265,3489.233069143967
250626,2559.903088339231
91903,2575.324067445089
247276,3008.2152196717298
16889,3796.5953231259964
224256,2550.859771958095
108379,3314.4603585697373
115513,3162.750693147456
47323,3126.719644453392
91456,2705.296944269972
39884,3322.6406705093495
71103,2803.9609923947664
20081,2532.5787735436447
124153,2629.0598406846625
160528,3028.3375767340185
51835,3004.396061484319
129544,2968.3352836947765
198549,2664.970641234213
227218,4116.411815306922
63722,3557.1341809880005
132494,2825.340726562881
118316,3662.7633680519343
154745,2715.3536627697863
118609,2266.988785587041
83940,3114.2749062129196
109093,3298.428439579935
129718,2509.4409628727235
5764,3303.973295136457
11555,2847.1377878657704
120451,2675.3446725814824
236325,2917.181224077981
55151,2404.555693825668
79507,2797.3438928239366
50014,2699.698531392766
215926,2230.8696194687786
65395,3345.7774346911424
8597,2242.461153730875
54137,2335.984497206921
155322,2491.3989188344794
14736,2895.3867949928053
2016,3238.7015875688194
144517,2180.677690629666
40286,3277.9332831359275
121173,2327.75317607821
89978,3056.766955562683
251654,2765.893932206575
74666,2743.697526188098
15061,3248.471021201817
71666,2726.75346013758
224560,2712.412482895369
213452,2515.0885724915274
128100,3717.25131767367
239064,2537.3650572108677
60253,2800.783234163767
44185,3625.1132572771717
70182,3596.656371110556
91779,2903.597550504324
103832,2995.3869469869005
208090,3264.914230847191
245477,2547.103943413622
134418,3281.4230235442556
216801,2542.5058890094415
79954,3374.545069377419
242779,2270.111048605056
69036,3471.58399545984
62454,3057.617229072801
72336,3215.447565560679
161713,2427.0751753221584
72876,3051.9291042678183
184165,2618.5336891885177
76593,2774.6578725501763
88606,2895.9441155591303
245506,3338.0084649613386
187702,2723.138871585367
122125,2239.2235530308712
229950,2364.5234396680185
101267,2470.467684514691
151909,2852.427376690761
36569,2657.517481023684
186815,2168.1687012271727
156008,2314.355874373308
140098,3179.50160010789
180334,3527.6458595091485
91787,3344.9698462605547
223605,2948.8012152773977
64867,3224.326494928942
236378,2968.2004115221125
70219,3075.925404547669
108701,2602.085845774948
110007,2994.6233164144987
22647,3669.594995904742
89076,3243.0735495148597
111629,3177.755839432016
92688,2677.882437640781
228065,3056.8284896227547
151223,3184.7133865927044
106566,3375.0382659998654
116854,2981.9329083751536
103534,2923.297033374043
92210,2868.1517109710358
203248,3014.2653926652692
198779,3693.1027155205315
202168,2663.1654907043926
130722,2521.0342160620376
18010,2471.9814213560308
191548,2671.335731914094
211220,2918.4282145251495
85993,3092.9191371108486
218991,2415.651564331652
56518,3272.565430345566
242811,2751.762057398959
243897,3209.1704466016904
170964,3087.16487769653
172020,2713.5266577783095
187487,3309.2652894592384
37421,3632.8727129284
171428,2711.3586196555098
82171,3761.853724860977
181169,4003.172010287745
110543,3002.946801225167
186457,3562.96847599375
239900,2486.463329867433
228001,2847.3825434801493
148731,3510.441735277327
140136,3202.8581810480873
223189,2848.7285449635124
46245,3580.7146298227512
108608,2901.1838426619506
240180,3502.5124043890582
173421,2427.7156845569552
145652,3671.123495416199
154444,2235.9566709886776
241150,2627.2541543676184
15642,2532.6265879616462
173258,2784.779741420914
24116,2311.4899524923917
110083,3149.5120365099874
186090,3077.6787894984705
178231,3102.054393264684
149894,3553.869176891559
154936,2290.994736721997
81378,3595.491548810254
204265,2399.0708963296743
191804,3585.9037554499614
176010,2855.314328904793
200704,2213.504554445704
61714,3155.222696341134
241646,3347.7152380618836
195789,2463.539458381925
236278,2830.516053320125
77917,3070.94367500989
136930,3059.7031027186235
33612,2429.4397984192174
87288,3063.3501034844126
145688,3158.634796205783
220595,3231.1262942655226
201378,2162.549403498028
73462,2915.8741241144066
134861,2942.3919776353846
209173,3176.307254248576
127343,2273.302432837222
39058,3500.289779126419
82933,3375.246661314694
190057,3012.0172212088078
67560,2267.8726087113214
118538,3095.929977046446
108264,3042.8933413948025
209557,3031.278187693835
98201,2937.983265837455
219038,2563.255612158485
144467,2919.048749999795
213752,2804.3417033924206
165886,3140.01916232933
195658,2967.0321656223414
191750,3010.4877876891237
15493,2799.242252683908
225007,3364.752997898456
214439,2692.6262940589286
73824,2877.290089478125
40250,2842.6100094623284
114904,2952.848087424599
68259,3255.5311029215427
114100,2313.7401689488115
31756,2628.7407414724867
214659,3177.359900755219
213844,2864.818588299337
25591,2652.04249091873
41128,2622.2060114564274
39662,2963.1311730129064
210950,2969.307130109741
160766,2828.3949533845243
16064,2839.473607687398
197626,2687.617169397784
13065,2286.3038220402777
103944,2926.699886334204
227161,3251.961213309317
51298,2701.865565861588
120075,3098.6405637801577
168844,2423.448132746826
110046,2706.6186263178693
107462,2702.0719689656758
210453,3669.79870192221
223264,3119.8089080668346
220087,3940.745822123344
18025,3300.9693074819584
9373,3153.9755932670164
87291,3633.4514191330522
33052,2955.9846542470664
94818,3031.596115932836
134842,2643.2440917644462
118308,2897.609080812963
236143,2096.987121959671
128847,2527.6764676565167
130611,2756.851227315432
226496,2782.416829021624
169611,2701.5686308671575
209418,3390.4160244291047
192303,3185.345239451372
56072,2898.89364033693
29562,2289.614655999413
44183,3241.846600516514
8298,2483.273367203918
141322,2982.8753875467146
94999,3208.550675936151
237278,3086.4369780493485
94305,2957.3466767694963
248228,3014.6084191604705
176671,3524.3640914691955
3226,2604.8566930354073
18341,3244.011752259539
229498,2392.3705741543863
40856,3061.8823119396757
212949,2905.344766925701
203076,2906.3003666473805
189579,3007.4803838945986
74100,2565.2606073180054
124857,3084.2596946601107
160859,2889.7051584474057
119588,3270.195405082099
21857,2146.6029160262415
38279,2613.2504882785643
218046,3236.154646617692
42064,2373.7536662599573
104775,3012.1368823713096
47872,2874.2059684248966
140504,2990.0485945189516
182206,3075.1283102162706
244381,3501.1712583606372
193869,3041.91750487859
191346,2425.7965733045517
113348,3118.1360463015503
234140,2092.4153185188984
23347,2437.7362228028237
70278,2688.6164295018702
151419,3019.4913974425986
3554,2833.344391468663
77121,2472.944377210706
126663,3258.8140607356954
99992,2464.6279941950115
141138,2644.07387790547
71688,2937.1773617439776
211049,2863.2573011082272
120444,2658.55929273277
155206,2351.793329570758
138728,3151.4052158889526
95571,3624.6906795134532
18338,2624.840021958348
85957,2581.4016503258663
206242,3210.3491549486653
